REF_DATE,GEO,Age group,Sex,Indicators,Characteristics,UOM,VALUE
2019,Canada,35 to 49 years,Both sexes,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,614300
2019,Canada,35 to 49 years,Both sexes,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,0
2019,Canada,35 to 49 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,1947100
2019,Canada,35 to 49 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,2143600
2019,Canada,35 to 49 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from previous reference period,Number,0
2019,Canada,35 to 49 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","Low 95% confidence interval, number of persons",Number,2491300
2019,Canada,35 to 49 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","High 95% confidence interval, number of persons",Number,2698700
2019,Canada,35 to 49 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Statistically different from previous reference period,Number,0
2019,Canada,35 to 49 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","Low 95% confidence interval, number of persons",Number,1955400
2019,Canada,35 to 49 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","High 95% confidence interval, number of persons",Number,2144100
2019,Canada,35 to 49 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Statistically different from previous reference period,Number,0
2019,Canada,35 to 49 years,Both sexes,Arthritis (15 years and over),"Low 95% confidence interval, number of persons",Number,669000
2019,Canada,35 to 49 years,Both sexes,Arthritis (15 years and over),"High 95% confidence interval, number of persons",Number,787800
2019,Canada,35 to 49 years,Both sexes,Arthritis (15 years and over),Statistically different from previous reference period,Number,0
2019,Canada,35 to 49 years,Both sexes,Diabetes,"Low 95% confidence interval, number of persons",Number,272600
2019,Canada,35 to 49 years,Both sexes,Diabetes,"High 95% confidence interval, number of persons",Number,364100
2019,Canada,35 to 49 years,Both sexes,Diabetes,Statistically different from previous reference period,Number,0
2019,Canada,35 to 49 years,Both sexes,Asthma,"Low 95% confidence interval, number of persons",Number,512000
2019,Canada,35 to 49 years,Both sexes,Asthma,"High 95% confidence interval, number of persons",Number,627000
2019,Canada,35 to 49 years,Both sexes,Asthma,Statistically different from previous reference period,Number,0
2019,Canada,35 to 49 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"Low 95% confidence interval, number of persons",Number,68600
2019,Canada,35 to 49 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"High 95% confidence interval, number of persons",Number,119200
2019,Canada,35 to 49 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Statistically different from previous reference period,Number,0
2019,Canada,35 to 49 years,Both sexes,High blood pressure,"Low 95% confidence interval, number of persons",Number,648600
2019,Canada,35 to 49 years,Both sexes,High blood pressure,"High 95% confidence interval, number of persons",Number,789600
2019,Canada,35 to 49 years,Both sexes,High blood pressure,Statistically different from previous reference period,Number,0
2019,Canada,35 to 49 years,Both sexes,Mood disorder,"Low 95% confidence interval, number of persons",Number,603200
2019,Canada,35 to 49 years,Both sexes,Mood disorder,"High 95% confidence interval, number of persons",Number,720000
2019,Canada,35 to 49 years,Both sexes,Mood disorder,Statistically different from previous reference period,Number,0
2019,Canada,35 to 49 years,Both sexes,"Current smoker, daily or occasional","Low 95% confidence interval, number of persons",Number,1147300
2019,Canada,35 to 49 years,Both sexes,"Current smoker, daily or occasional","High 95% confidence interval, number of persons",Number,1302800
2019,Canada,35 to 49 years,Both sexes,"Current smoker, daily or occasional",Statistically different from previous reference period,Number,0
2019,Canada,35 to 49 years,Both sexes,"Current smoker, daily","Low 95% confidence interval, number of persons",Number,777500
2019,Canada,35 to 49 years,Both sexes,"Current smoker, daily","High 95% confidence interval, number of persons",Number,910100
2019,Canada,35 to 49 years,Both sexes,"Current smoker, daily",Statistically different from previous reference period,Number,0
2019,Canada,35 to 49 years,Both sexes,"Cannabis use, past 12 months","Low 95% confidence interval, number of persons",Number,1502100
2019,Canada,35 to 49 years,Both sexes,"Cannabis use, past 12 months","High 95% confidence interval, number of persons",Number,1673300
2019,Canada,35 to 49 years,Both sexes,"Cannabis use, past 12 months",Statistically different from previous reference period,Number,
2019,Canada,35 to 49 years,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily","Low 95% confidence interval, number of persons",Number,369000
2019,Canada,35 to 49 years,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily","High 95% confidence interval, number of persons",Number,457200
2019,Canada,35 to 49 years,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily",Statistically different from previous reference period,Number,
2019,Canada,35 to 49 years,Both sexes,Heavy drinking,"Low 95% confidence interval, number of persons",Number,1509600
2019,Canada,35 to 49 years,Both sexes,Heavy drinking,"High 95% confidence interval, number of persons",Number,1685300
2019,Canada,35 to 49 years,Both sexes,Heavy drinking,Statistically different from previous reference period,Number,0
2019,Canada,35 to 49 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Low 95% confidence interval, number of persons",Number,
2019,Canada,35 to 49 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","High 95% confidence interval, number of persons",Number,
2019,Canada,35 to 49 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Statistically different from previous reference period,Number,
2019,Canada,35 to 49 years,Both sexes,Breast milk feeding initiation,"Low 95% confidence interval, number of persons",Number,
2019,Canada,35 to 49 years,Both sexes,Breast milk feeding initiation,"High 95% confidence interval, number of persons",Number,
2019,Canada,35 to 49 years,Both sexes,Breast milk feeding initiation,Statistically different from previous reference period,Number,
2019,Canada,35 to 49 years,Both sexes,"Exclusive breastfeeding, at least 6 months","Low 95% confidence interval, number of persons",Number,
2019,Canada,35 to 49 years,Both sexes,"Exclusive breastfeeding, at least 6 months","High 95% confidence interval, number of persons",Number,
2019,Canada,35 to 49 years,Both sexes,"Exclusive breastfeeding, at least 6 months",Statistically different from previous reference period,Number,
2019,Canada,35 to 49 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","Low 95% confidence interval, number of persons",Number,
2019,Canada,35 to 49 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","High 95% confidence interval, number of persons",Number,
2019,Canada,35 to 49 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Statistically different from previous reference period,Number,
2019,Canada,35 to 49 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,4687500
2019,Canada,35 to 49 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,4884800
2019,Canada,35 to 49 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,0
2019,Canada,35 to 49 years,Both sexes,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,6648100
2019,Canada,35 to 49 years,Both sexes,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,6759800
2019,Canada,35 to 49 years,Both sexes,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,0
2019,Canada,35 to 49 years,Both sexes,Has a regular healthcare provider,"Low 95% confidence interval, number of persons",Number,6044900
2019,Canada,35 to 49 years,Both sexes,Has a regular healthcare provider,"High 95% confidence interval, number of persons",Number,6185300
2019,Canada,35 to 49 years,Both sexes,Has a regular healthcare provider,Statistically different from previous reference period,Number,0
2019,Canada,35 to 49 years,Both sexes,Contact with a medical doctor in the past 12 months,"Low 95% confidence interval, number of persons",Number,
2019,Canada,35 to 49 years,Both sexes,Contact with a medical doctor in the past 12 months,"High 95% confidence interval, number of persons",Number,
2019,Canada,35 to 49 years,Both sexes,Contact with a medical doctor in the past 12 months,Statistically different from previous reference period,Number,
2019,Canada,35 to 49 years,Both sexes,Influenza immunization in the past 12 months,"Low 95% confidence interval, number of persons",Number,1678200
2019,Canada,35 to 49 years,Both sexes,Influenza immunization in the past 12 months,"High 95% confidence interval, number of persons",Number,1856800
2019,Canada,35 to 49 years,Both sexes,Influenza immunization in the past 12 months,Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,"Perceived health, very good or excellent","Low 95% confidence interval, number of persons",Number,4162900
2019,Canada,50 to 64 years,Both sexes,"Perceived health, very good or excellent","High 95% confidence interval, number of persons",Number,4371500
2019,Canada,50 to 64 years,Both sexes,"Perceived health, very good or excellent",Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,"Perceived health, fair or poor","Low 95% confidence interval, number of persons",Number,914600
2019,Canada,50 to 64 years,Both sexes,"Perceived health, fair or poor","High 95% confidence interval, number of persons",Number,1045900
2019,Canada,50 to 64 years,Both sexes,"Perceived health, fair or poor",Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,5077400
2019,Canada,50 to 64 years,Both sexes,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,5276700
2019,Canada,50 to 64 years,Both sexes,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,493200
2019,Canada,50 to 64 years,Both sexes,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,593100
2019,Canada,50 to 64 years,Both sexes,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,1686700
2019,Canada,50 to 64 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,1873200
2019,Canada,50 to 64 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","Low 95% confidence interval, number of persons",Number,2586300
2019,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","High 95% confidence interval, number of persons",Number,2796800
2019,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","Low 95% confidence interval, number of persons",Number,2299200
2019,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","High 95% confidence interval, number of persons",Number,2491700
2019,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Statistically different from previous reference period,Number,1
2019,Canada,50 to 64 years,Both sexes,Arthritis (15 years and over),"Low 95% confidence interval, number of persons",Number,2090300
2019,Canada,50 to 64 years,Both sexes,Arthritis (15 years and over),"High 95% confidence interval, number of persons",Number,2280800
2019,Canada,50 to 64 years,Both sexes,Arthritis (15 years and over),Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,Diabetes,"Low 95% confidence interval, number of persons",Number,774900
2019,Canada,50 to 64 years,Both sexes,Diabetes,"High 95% confidence interval, number of persons",Number,914600
2019,Canada,50 to 64 years,Both sexes,Diabetes,Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,Asthma,"Low 95% confidence interval, number of persons",Number,523100
2019,Canada,50 to 64 years,Both sexes,Asthma,"High 95% confidence interval, number of persons",Number,630300
2019,Canada,50 to 64 years,Both sexes,Asthma,Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"Low 95% confidence interval, number of persons",Number,263200
2019,Canada,50 to 64 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"High 95% confidence interval, number of persons",Number,338300
2019,Canada,50 to 64 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,High blood pressure,"Low 95% confidence interval, number of persons",Number,1814300
2019,Canada,50 to 64 years,Both sexes,High blood pressure,"High 95% confidence interval, number of persons",Number,2009300
2019,Canada,50 to 64 years,Both sexes,High blood pressure,Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,Mood disorder,"Low 95% confidence interval, number of persons",Number,679100
2019,Canada,50 to 64 years,Both sexes,Mood disorder,"High 95% confidence interval, number of persons",Number,787900
2019,Canada,50 to 64 years,Both sexes,Mood disorder,Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,"Current smoker, daily or occasional","Low 95% confidence interval, number of persons",Number,1314900
2019,Canada,50 to 64 years,Both sexes,"Current smoker, daily or occasional","High 95% confidence interval, number of persons",Number,1470500
2019,Canada,50 to 64 years,Both sexes,"Current smoker, daily or occasional",Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,"Current smoker, daily","Low 95% confidence interval, number of persons",Number,1031600
2019,Canada,50 to 64 years,Both sexes,"Current smoker, daily","High 95% confidence interval, number of persons",Number,1167100
2019,Canada,50 to 64 years,Both sexes,"Current smoker, daily",Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,"Cannabis use, past 12 months","Low 95% confidence interval, number of persons",Number,1085300
2019,Canada,50 to 64 years,Both sexes,"Cannabis use, past 12 months","High 95% confidence interval, number of persons",Number,1228800
2019,Canada,50 to 64 years,Both sexes,"Cannabis use, past 12 months",Statistically different from previous reference period,Number,
2019,Canada,50 to 64 years,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily","Low 95% confidence interval, number of persons",Number,303300
2019,Canada,50 to 64 years,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily","High 95% confidence interval, number of persons",Number,377900
2019,Canada,50 to 64 years,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily",Statistically different from previous reference period,Number,
2019,Canada,50 to 64 years,Both sexes,Heavy drinking,"Low 95% confidence interval, number of persons",Number,1334000
2019,Canada,50 to 64 years,Both sexes,Heavy drinking,"High 95% confidence interval, number of persons",Number,1495500
2019,Canada,50 to 64 years,Both sexes,Heavy drinking,Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Low 95% confidence interval, number of persons",Number,
2019,Canada,50 to 64 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","High 95% confidence interval, number of persons",Number,
2019,Canada,50 to 64 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Statistically different from previous reference period,Number,
2019,Canada,50 to 64 years,Both sexes,Breast milk feeding initiation,"Low 95% confidence interval, number of persons",Number,
2019,Canada,50 to 64 years,Both sexes,Breast milk feeding initiation,"High 95% confidence interval, number of persons",Number,
2019,Canada,50 to 64 years,Both sexes,Breast milk feeding initiation,Statistically different from previous reference period,Number,
2019,Canada,50 to 64 years,Both sexes,"Exclusive breastfeeding, at least 6 months","Low 95% confidence interval, number of persons",Number,
2019,Canada,50 to 64 years,Both sexes,"Exclusive breastfeeding, at least 6 months","High 95% confidence interval, number of persons",Number,
2019,Canada,50 to 64 years,Both sexes,"Exclusive breastfeeding, at least 6 months",Statistically different from previous reference period,Number,
2019,Canada,50 to 64 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","Low 95% confidence interval, number of persons",Number,
2019,Canada,50 to 64 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","High 95% confidence interval, number of persons",Number,
2019,Canada,50 to 64 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Statistically different from previous reference period,Number,
2019,Canada,50 to 64 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,5059300
2019,Canada,50 to 64 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,5250600
2019,Canada,50 to 64 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,6742900
2019,Canada,50 to 64 years,Both sexes,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,6875100
2019,Canada,50 to 64 years,Both sexes,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,Has a regular healthcare provider,"Low 95% confidence interval, number of persons",Number,6695800
2019,Canada,50 to 64 years,Both sexes,Has a regular healthcare provider,"High 95% confidence interval, number of persons",Number,6825000
2019,Canada,50 to 64 years,Both sexes,Has a regular healthcare provider,Statistically different from previous reference period,Number,0
2019,Canada,50 to 64 years,Both sexes,Contact with a medical doctor in the past 12 months,"Low 95% confidence interval, number of persons",Number,
2019,Canada,50 to 64 years,Both sexes,Contact with a medical doctor in the past 12 months,"High 95% confidence interval, number of persons",Number,
2019,Canada,50 to 64 years,Both sexes,Contact with a medical doctor in the past 12 months,Statistically different from previous reference period,Number,
2019,Canada,50 to 64 years,Both sexes,Influenza immunization in the past 12 months,"Low 95% confidence interval, number of persons",Number,2385000
2019,Canada,50 to 64 years,Both sexes,Influenza immunization in the past 12 months,"High 95% confidence interval, number of persons",Number,2580300
2019,Canada,50 to 64 years,Both sexes,Influenza immunization in the past 12 months,Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,"Perceived health, very good or excellent","Low 95% confidence interval, number of persons",Number,2998100
2019,Canada,65 years and over,Both sexes,"Perceived health, very good or excellent","High 95% confidence interval, number of persons",Number,3135300
2019,Canada,65 years and over,Both sexes,"Perceived health, very good or excellent",Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,"Perceived health, fair or poor","Low 95% confidence interval, number of persons",Number,1194600
2019,Canada,65 years and over,Both sexes,"Perceived health, fair or poor","High 95% confidence interval, number of persons",Number,1304500
2019,Canada,65 years and over,Both sexes,"Perceived health, fair or poor",Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,4099400
2019,Canada,65 years and over,Both sexes,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,4225600
2019,Canada,65 years and over,Both sexes,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,280700
2019,Canada,65 years and over,Both sexes,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,337000
2019,Canada,65 years and over,Both sexes,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,654300
2019,Canada,65 years and over,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,742500
2019,Canada,65 years and over,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","Low 95% confidence interval, number of persons",Number,2159600
2019,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","High 95% confidence interval, number of persons",Number,2288700
2019,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","Low 95% confidence interval, number of persons",Number,1552000
2019,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","High 95% confidence interval, number of persons",Number,1666500
2019,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,Arthritis (15 years and over),"Low 95% confidence interval, number of persons",Number,2892400
2019,Canada,65 years and over,Both sexes,Arthritis (15 years and over),"High 95% confidence interval, number of persons",Number,3019700
2019,Canada,65 years and over,Both sexes,Arthritis (15 years and over),Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,Diabetes,"Low 95% confidence interval, number of persons",Number,1161400
2019,Canada,65 years and over,Both sexes,Diabetes,"High 95% confidence interval, number of persons",Number,1268500
2019,Canada,65 years and over,Both sexes,Diabetes,Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,Asthma,"Low 95% confidence interval, number of persons",Number,428700
2019,Canada,65 years and over,Both sexes,Asthma,"High 95% confidence interval, number of persons",Number,490700
2019,Canada,65 years and over,Both sexes,Asthma,Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"Low 95% confidence interval, number of persons",Number,428200
2019,Canada,65 years and over,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"High 95% confidence interval, number of persons",Number,487200
2019,Canada,65 years and over,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,High blood pressure,"Low 95% confidence interval, number of persons",Number,2690700
2019,Canada,65 years and over,Both sexes,High blood pressure,"High 95% confidence interval, number of persons",Number,2818600
2019,Canada,65 years and over,Both sexes,High blood pressure,Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,Mood disorder,"Low 95% confidence interval, number of persons",Number,374200
2019,Canada,65 years and over,Both sexes,Mood disorder,"High 95% confidence interval, number of persons",Number,435300
2019,Canada,65 years and over,Both sexes,Mood disorder,Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,"Current smoker, daily or occasional","Low 95% confidence interval, number of persons",Number,537500
2019,Canada,65 years and over,Both sexes,"Current smoker, daily or occasional","High 95% confidence interval, number of persons",Number,612700
2019,Canada,65 years and over,Both sexes,"Current smoker, daily or occasional",Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,"Current smoker, daily","Low 95% confidence interval, number of persons",Number,422100
2019,Canada,65 years and over,Both sexes,"Current smoker, daily","High 95% confidence interval, number of persons",Number,487300
2019,Canada,65 years and over,Both sexes,"Current smoker, daily",Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,"Cannabis use, past 12 months","Low 95% confidence interval, number of persons",Number,348800
2019,Canada,65 years and over,Both sexes,"Cannabis use, past 12 months","High 95% confidence interval, number of persons",Number,403500
2019,Canada,65 years and over,Both sexes,"Cannabis use, past 12 months",Statistically different from previous reference period,Number,
2019,Canada,65 years and over,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily","Low 95% confidence interval, number of persons",Number,118000
2019,Canada,65 years and over,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily","High 95% confidence interval, number of persons",Number,152600
2019,Canada,65 years and over,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily",Statistically different from previous reference period,Number,
2019,Canada,65 years and over,Both sexes,Heavy drinking,"Low 95% confidence interval, number of persons",Number,449400
2019,Canada,65 years and over,Both sexes,Heavy drinking,"High 95% confidence interval, number of persons",Number,516300
2019,Canada,65 years and over,Both sexes,Heavy drinking,Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Low 95% confidence interval, number of persons",Number,
2019,Canada,65 years and over,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","High 95% confidence interval, number of persons",Number,
2019,Canada,65 years and over,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Statistically different from previous reference period,Number,
2019,Canada,65 years and over,Both sexes,Breast milk feeding initiation,"Low 95% confidence interval, number of persons",Number,
2019,Canada,65 years and over,Both sexes,Breast milk feeding initiation,"High 95% confidence interval, number of persons",Number,
2019,Canada,65 years and over,Both sexes,Breast milk feeding initiation,Statistically different from previous reference period,Number,
2019,Canada,65 years and over,Both sexes,"Exclusive breastfeeding, at least 6 months","Low 95% confidence interval, number of persons",Number,
2019,Canada,65 years and over,Both sexes,"Exclusive breastfeeding, at least 6 months","High 95% confidence interval, number of persons",Number,
2019,Canada,65 years and over,Both sexes,"Exclusive breastfeeding, at least 6 months",Statistically different from previous reference period,Number,
2019,Canada,65 years and over,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","Low 95% confidence interval, number of persons",Number,
2019,Canada,65 years and over,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","High 95% confidence interval, number of persons",Number,
2019,Canada,65 years and over,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Statistically different from previous reference period,Number,
2019,Canada,65 years and over,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,4325400
2019,Canada,65 years and over,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,4450500
2019,Canada,65 years and over,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,5264200
2019,Canada,65 years and over,Both sexes,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,5370800
2019,Canada,65 years and over,Both sexes,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,Has a regular healthcare provider,"Low 95% confidence interval, number of persons",Number,5913900
2019,Canada,65 years and over,Both sexes,Has a regular healthcare provider,"High 95% confidence interval, number of persons",Number,5980600
2019,Canada,65 years and over,Both sexes,Has a regular healthcare provider,Statistically different from previous reference period,Number,0
2019,Canada,65 years and over,Both sexes,Contact with a medical doctor in the past 12 months,"Low 95% confidence interval, number of persons",Number,
2019,Canada,65 years and over,Both sexes,Contact with a medical doctor in the past 12 months,"High 95% confidence interval, number of persons",Number,
2019,Canada,65 years and over,Both sexes,Contact with a medical doctor in the past 12 months,Statistically different from previous reference period,Number,
2019,Canada,65 years and over,Both sexes,Influenza immunization in the past 12 months,"Low 95% confidence interval, number of persons",Number,3481200
2019,Canada,65 years and over,Both sexes,Influenza immunization in the past 12 months,"High 95% confidence interval, number of persons",Number,3602900
2019,Canada,65 years and over,Both sexes,Influenza immunization in the past 12 months,Statistically different from previous reference period,Number,0
2020,Canada,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent","Low 95% confidence interval, number of persons",Number,19813000
2020,Canada,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent","High 95% confidence interval, number of persons",Number,20349700
2020,Canada,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Statistically different from previous reference period,Number,1
2020,Canada,"Total, 12 years and over",Both sexes,"Perceived health, fair or poor","Low 95% confidence interval, number of persons",Number,3284900
2020,Canada,"Total, 12 years and over",Both sexes,"Perceived health, fair or poor","High 95% confidence interval, number of persons",Number,3598500
2020,Canada,"Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Statistically different from previous reference period,Number,0
2020,Canada,"Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,19947500
2020,Canada,"Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,20473900
2020,Canada,"Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,-1
2020,Canada,"Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,2891400
